truck_number_plate,vehicle_model,year_bought,service_date,last_service_date,total_km_run,km_after_last_service,avg_daily_km_est,engine_temperature_c,vibrations_level,oil_life_percent,battery_health_percent,route_type,load_profile,ambient_temp_c,brake_pad_thickness_mm,tyre_health_percent,fuel_efficiency_kmpl,approx_past_services,parts_changed_last_service,days_until_next_service
MH60AB2056,Ashok Leyland 3718,2014,2022-04-27,2021-10-19,520489,8946,475,74,3.71,18,43,Highway,Heavy,14,18,93,6.31,12,None,71
MH20AB7208,Mahindra Blazo X,2023,2022-11-23,2021-09-19,772030,22146,225,107,3.71,48,91,Mixed,Light,13,10,49,3.1,11,Coolant,119
MH82AB8363,Eicher Pro 6035,2019,2024-12-05,2021-04-12,497244,37091,445,103,3.71,67,52,Mixed,Medium,30,2,67,4.49,6,Brake Pads,117
MH26AB7567,Tata Prima,2014,2024-07-07,2021-09-29,271094,27700,145,127,3.71,98,42,City,Heavy,20,19,81,4.82,13,Coolant,36
MH99AB5914,Mahindra Blazo X,2019,2023-06-12,2021-08-21,426036,30071,394,95,3.71,56,96,Highway,Light,4,10,83,3.82,16,Coolant,109
MH56AB7812,Tata Prima,2022,2022-06-09,2021-12-11,287723,23038,152,70,3.71,30,73,Highway,Heavy,18,10,10,5.86,8,Fuel Pump,89
MH34AB6924,Ashok Leyland 3718,2014,2023-12-11,2021-09-16,383272,21400,451,73,3.71,57,72,Highway,Heavy,7,3,94,5.55,17,None,29
MH64AB1713,Tata Prima,2019,2024-05-19,2021-11-17,461324,22856,273,108,3.71,33,68,Highway,Light,40,17,34,5.38,13,Brake Pads,57
MH75AB6303,Ashok Leyland 3718,2021,2024-02-28,2021-04-02,888927,23523,55,123,3.71,23,97,City,Medium,28,4,62,6.49,4,Coolant,85
MH88AB8215,Eicher Pro 6035,2014,2024-06-06,2021-07-07,132806,39648,171,95,3.71,51,97,Mixed,Light,23,17,70,3.54,10,Coolant,29
MH68AB4453,Ashok Leyland 3718,2012,2023-07-26,2021-05-04,781893,17892,285,102,3.71,12,99,Mixed,Heavy,30,14,55,5.44,16,Air Filter,37
MH35AB4655,Ashok Leyland 3718,2016,2023-12-16,2021-07-09,280097,21198,476,102,3.71,27,68,Highway,Light,1,4,83,4.71,17,Fuel Pump,35
MH12AB5198,BharatBenz 2823R,2015,2022-03-03,2021-04-18,247478,27035,165,77,3.71,39,79,Highway,Heavy,24,11,69,3.75,8,Coolant,40
MH19AB6182,Mahindra Blazo X,2013,2022-05-24,2021-06-17,537436,35950,212,89,3.71,99,84,Highway,Light,11,19,60,3.14,11,Brake Pads,91
MH53AB3126,Mahindra Blazo X,2011,2022-06-24,2021-03-31,744879,34257,275,85,3.71,57,51,Mixed,Medium,42,7,82,6.08,5,Oil Filter,115
MH57AB2159,Eicher Pro 6035,2021,2024-12-26,2021-07-16,361793,12976,279,90,3.71,62,98,Mixed,Medium,7,7,93,4.88,16,Oil Filter,112
MH13AB6277,Eicher Pro 6035,2018,2024-12-07,2021-05-23,739884,5211,231,114,3.71,9,40,Highway,Medium,18,19,57,5.8,8,Fuel Pump,93
MH42AB2250,Mahindra Blazo X,2010,2023-06-09,2021-09-20,539709,6979,298,124,3.71,20,37,City,Medium,25,7,93,4.68,16,Oil Filter,53
MH94AB5711,BharatBenz 2823R,2022,2023-08-16,2021-12-16,739245,31890,367,125,3.71,21,79,Mixed,Light,21,7,49,3.38,4,Air Filter,48
MH17AB4812,Mahindra Blazo X,2022,2023-01-19,2021-10-11,487585,13661,259,95,3.71,36,32,Mixed,Medium,44,14,16,3.85,6,Air Filter,52
MH20AB8668,BharatBenz 2823R,2020,2023-10-13,2021-10-18,282204,32652,193,92,3.71,56,43,Highway,Light,15,15,84,4.03,8,Brake Pads,34
MH11AB2084,Eicher Pro 6035,2023,2023-03-18,2021-05-29,407546,15135,441,87,3.71,24,49,City,Heavy,38,8,94,6.39,9,None,17
MH95AB5548,Tata Prima,2013,2023-12-08,2021-05-20,867108,30797,394,100,3.71,70,21,Highway,Heavy,-5,14,28,2.52,13,Fuel Pump,47
MH56AB8467,Eicher Pro 6035,2010,2022-02-02,2021-10-09,490980,21336,145,121,3.71,88,44,Highway,Heavy,9,16,24,6.44,17,Fuel Pump,115
MH37AB5016,Eicher Pro 6035,2022,2023-12-06,2021-03-26,231871,25331,431,111,3.71,86,69,City,Medium,-3,13,79,6.42,9,Oil Filter,97
MH10AB6421,Ashok Leyland 3718,2015,2024-10-22,2021-06-29,391558,1507,395,81,3.71,5,33,City,Medium,0,2,70,6.48,13,Coolant,20
MH45AB6025,Ashok Leyland 3718,2013,2023-04-14,2021-06-28,548512,26831,293,70,3.71,62,25,City,Medium,8,4,65,4.41,9,Coolant,106
MH33AB5029,Ashok Leyland 3718,2014,2023-08-14,2021-06-19,405239,11263,135,111,3.71,97,95,Mixed,Heavy,32,19,19,6.36,6,None,95
MH10AB1494,Ashok Leyland 3718,2014,2022-02-25,2021-04-03,817442,4408,464,78,3.71,97,49,Highway,Heavy,27,9,55,4.08,10,Coolant,30
MH73AB2864,BharatBenz 2823R,2018,2022-11-18,2021-07-07,646595,28073,443,72,3.71,87,49,Mixed,Heavy,32,3,89,2.61,5,None,79
MH12AB1160,Mahindra Blazo X,2010,2022-09-21,2021-03-30,525278,19687,233,129,3.71,48,57,City,Heavy,2,5,84,3.4,7,Brake Pads,51
MH87AB8159,Tata Prima,2022,2023-03-29,2021-06-12,344067,12457,170,120,3.71,10,77,Mixed,Light,20,19,66,6.28,11,Fuel Pump,41
MH73AB3994,Eicher Pro 6035,2011,2022-04-29,2021-09-27,429593,4879,381,95,3.71,54,60,City,Light,9,14,44,2.56,9,Oil Filter,7
MH21AB8123,BharatBenz 2823R,2022,2024-01-19,2021-09-13,544955,28459,141,78,3.71,76,76,City,Medium,8,16,81,4.68,10,Brake Pads,30
MH35AB5141,Tata Prima,2015,2023-02-02,2021-12-10,285998,16982,119,111,3.71,92,55,Highway,Medium,42,3,12,2.8,11,Air Filter,102
MH33AB8694,BharatBenz 2823R,2014,2023-05-23,2021-09-16,521604,27605,453,120,3.71,24,83,Highway,Heavy,14,11,75,3.65,3,Air Filter,101
MH74AB2920,BharatBenz 2823R,2020,2023-02-13,2021-09-16,884006,1377,182,85,3.71,18,35,Highway,Light,42,3,62,2.85,8,Air Filter,19
MH72AB2549,Eicher Pro 6035,2016,2022-09-07,2021-09-30,486607,18752,328,93,3.71,9,97,Mixed,Light,13,13,87,5.94,17,None,70
MH40AB9448,Mahindra Blazo X,2012,2023-11-28,2021-10-11,696045,31834,186,119,3.71,45,91,Highway,Medium,27,6,61,4.86,7,None,32
MH22AB5384,Ashok Leyland 3718,2012,2023-10-08,2021-06-07,627952,19549,363,83,3.71,44,33,City,Light,30,13,62,6.11,12,Fuel Pump,88
MH90AB6637,Mahindra Blazo X,2019,2024-08-12,2021-07-04,867459,18272,236,72,3.71,38,50,Highway,Medium,18,2,63,5.25,16,Air Filter,42
MH58AB1704,Eicher Pro 6035,2011,2024-11-12,2021-07-15,740824,3137,270,103,3.71,84,85,Mixed,Heavy,4,3,56,6.38,15,None,48
MH62AB3176,Eicher Pro 6035,2022,2023-09-24,2021-08-06,346629,7742,487,102,3.71,49,87,Highway,Heavy,44,17,12,4.54,13,None,57
MH22AB8479,Eicher Pro 6035,2012,2024-05-13,2021-10-05,309438,36151,95,119,3.71,75,84,Highway,Medium,28,3,74,5.05,18,Coolant,84
MH11AB3815,Tata Prima,2019,2022-02-04,2021-07-13,200528,34472,327,93,3.71,84,74,Highway,Heavy,30,17,24,4.81,18,None,114
MH51AB1355,Mahindra Blazo X,2010,2024-01-11,2021-03-16,518011,17428,241,78,3.71,75,97,Mixed,Heavy,41,17,93,4.44,5,Air Filter,8
MH14AB5808,Mahindra Blazo X,2014,2023-04-10,2021-11-13,347698,29242,57,82,3.71,31,59,City,Light,30,7,95,5.88,14,Brake Pads,76
MH79AB7612,BharatBenz 2823R,2023,2023-03-18,2021-05-09,359066,12331,428,71,3.71,82,44,City,Light,10,14,43,5.08,11,Air Filter,48
MH13AB2045,BharatBenz 2823R,2021,2023-10-28,2021-09-04,325553,20056,325,76,3.71,82,44,City,Light,9,13,59,5.71,3,Coolant,50
MH39AB8682,BharatBenz 2823R,2014,2024-10-27,2021-07-06,774687,25843,228,117,3.71,48,22,Highway,Light,12,11,42,5.65,17,Air Filter,88
MH12AB3062,Eicher Pro 6035,2021,2023-03-01,2021-05-27,796760,23334,383,90,3.71,37,88,Highway,Light,1,6,82,3.26,12,Oil Filter,30
MH80AB3817,Mahindra Blazo X,2020,2023-09-05,2021-03-16,348783,39788,88,88,3.71,37,45,Mixed,Medium,41,9,12,5.1,3,Coolant,100
MH83AB7243,Eicher Pro 6035,2016,2022-04-12,2021-11-06,281182,33922,342,94,3.71,48,59,City,Medium,16,7,11,3.3,2,Fuel Pump,17
MH60AB5843,Tata Prima,2013,2022-02-28,2021-12-22,506843,23705,227,116,3.71,24,57,Highway,Light,26,6,13,4.83,4,Air Filter,73
MH76AB8338,BharatBenz 2823R,2012,2024-05-08,2021-05-28,856124,19330,211,91,3.71,40,57,Highway,Heavy,37,7,25,5.21,18,None,48
MH42AB7785,Eicher Pro 6035,2010,2022-09-13,2021-05-22,139037,8912,380,80,3.71,11,87,Highway,Heavy,13,18,63,6.49,14,Brake Pads,110
MH26AB1567,Eicher Pro 6035,2021,2022-08-11,2021-04-04,784200,4166,423,102,3.71,36,26,Mixed,Medium,34,7,42,2.62,8,Air Filter,57
MH39AB6983,Tata Prima,2017,2022-07-27,2021-12-22,759560,37545,153,101,3.71,71,49,City,Medium,-5,18,18,2.86,2,Brake Pads,55
MH71AB7653,Ashok Leyland 3718,2022,2024-10-14,2021-03-12,798423,21286,210,90,3.71,43,38,Mixed,Medium,29,6,66,2.81,19,Oil Filter,17
MH64AB9754,Mahindra Blazo X,2012,2022-08-12,2021-03-31,238487,6015,336,108,3.71,97,54,City,Heavy,-1,18,49,4.09,10,Fuel Pump,45
MH56AB3560,Ashok Leyland 3718,2022,2023-11-25,2021-12-27,68074,27127,172,89,3.71,28,52,City,Medium,44,18,61,5.79,5,None,15
MH69AB5629,BharatBenz 2823R,2011,2022-04-27,2021-07-16,720909,15698,103,77,3.71,90,52,Highway,Heavy,6,14,91,5.88,11,Coolant,41
MH10AB9826,Eicher Pro 6035,2020,2022-02-13,2021-07-22,342107,4485,477,111,3.71,74,97,Highway,Medium,6,8,25,5.45,9,Coolant,64
MH37AB8956,Tata Prima,2013,2022-07-20,2021-05-28,534672,29975,83,106,3.71,92,57,Highway,Heavy,15,7,17,6.09,16,Fuel Pump,36
MH11AB3133,Tata Prima,2012,2022-07-30,2021-04-25,801722,19903,291,78,3.71,91,29,Highway,Medium,13,15,96,3.79,5,Oil Filter,49
MH36AB1809,Mahindra Blazo X,2022,2024-08-21,2021-06-16,806967,4181,427,94,3.71,58,76,Highway,Medium,3,17,69,2.85,15,Oil Filter,110
MH97AB6800,Ashok Leyland 3718,2010,2022-12-12,2021-04-03,626553,26519,162,94,3.71,42,47,City,Heavy,37,4,45,2.73,14,Air Filter,22
MH54AB5151,Mahindra Blazo X,2012,2024-11-14,2021-11-14,66061,28086,367,102,3.71,78,97,Highway,Medium,43,10,12,5.91,9,Oil Filter,97
MH10AB2887,Eicher Pro 6035,2021,2022-03-07,2021-12-28,501442,38021,72,71,3.71,84,57,Highway,Light,42,16,24,5.42,5,Air Filter,83
MH51AB4806,Mahindra Blazo X,2011,2024-07-27,2021-08-03,209882,37270,95,88,3.71,79,35,Mixed,Heavy,30,19,91,5.29,15,Brake Pads,24
MH63AB1058,Tata Prima,2017,2023-05-26,2021-12-03,503222,6129,361,115,3.71,36,40,Mixed,Medium,36,11,32,3.86,9,Fuel Pump,48
MH52AB5985,Tata Prima,2015,2024-02-19,2021-08-07,687790,28210,184,89,3.71,49,25,City,Heavy,41,11,12,4.02,4,Brake Pads,40
MH69AB6938,BharatBenz 2823R,2018,2022-10-21,2021-06-04,334944,30828,167,111,3.71,65,60,City,Medium,26,4,39,6.33,4,Brake Pads,73
MH57AB1621,BharatBenz 2823R,2017,2022-06-28,2021-10-17,428336,12778,238,110,3.71,74,34,Mixed,Light,29,2,54,2.76,7,Brake Pads,108
MH25AB5010,Eicher Pro 6035,2019,2023-01-21,2021-11-25,552175,8917,180,111,3.71,92,22,Mixed,Medium,25,4,26,5.59,15,Brake Pads,41
MH52AB8020,Ashok Leyland 3718,2012,2023-02-11,2021-12-24,306505,35265,471,98,3.71,57,62,Highway,Medium,26,6,67,3.74,17,Coolant,37
MH77AB7839,Mahindra Blazo X,2014,2023-03-16,2021-09-30,681516,9463,261,75,3.71,55,66,Highway,Light,31,8,67,2.66,18,Oil Filter,86
MH41AB2403,Eicher Pro 6035,2016,2023-03-17,2021-10-11,256548,37792,467,86,3.71,80,33,City,Heavy,26,4,66,5.47,7,Fuel Pump,23
MH13AB7412,BharatBenz 2823R,2014,2024-11-16,2021-06-07,512676,25509,162,129,3.71,60,85,Mixed,Medium,37,5,16,3.82,19,Fuel Pump,55
MH15AB6373,Mahindra Blazo X,2017,2022-03-24,2021-11-10,500983,28175,93,94,3.71,31,48,City,Medium,31,18,48,5.39,10,None,36
MH69AB4447,BharatBenz 2823R,2021,2024-12-20,2021-09-02,864486,36675,177,107,3.71,42,23,Highway,Light,33,4,87,5.33,13,Brake Pads,110
MH50AB5763,Mahindra Blazo X,2014,2024-04-13,2021-12-22,518535,7231,413,73,3.71,66,45,City,Heavy,32,5,67,4.64,2,Fuel Pump,26
MH20AB5010,Ashok Leyland 3718,2010,2024-12-07,2021-10-23,546005,11832,207,99,3.71,22,31,City,Heavy,24,3,65,5.61,11,Air Filter,109
MH53AB2592,Eicher Pro 6035,2014,2023-02-17,2021-06-10,750757,19677,322,89,3.71,68,21,City,Light,26,15,24,4.82,5,Fuel Pump,5
MH88AB4646,Mahindra Blazo X,2013,2023-01-15,2021-10-01,63233,24218,364,72,3.71,81,36,Highway,Light,39,6,53,3.65,6,Brake Pads,58
MH71AB5493,Tata Prima,2015,2024-07-13,2021-09-22,816565,3411,443,92,3.71,34,54,City,Medium,-4,3,21,5.44,3,Fuel Pump,93
MH53AB9179,Tata Prima,2012,2024-12-13,2021-07-03,533236,19299,404,120,3.71,53,29,Highway,Light,5,16,17,4.86,1,Oil Filter,24
MH53AB7936,Mahindra Blazo X,2020,2023-12-03,2021-08-08,730428,15694,389,87,3.71,45,62,Mixed,Light,14,12,89,2.55,3,Brake Pads,62
MH36AB6556,Mahindra Blazo X,2014,2022-12-26,2021-08-13,382597,5451,451,95,3.71,17,40,City,Light,31,11,50,6.11,3,Coolant,39
MH99AB8561,Mahindra Blazo X,2011,2022-02-24,2021-12-04,678423,28833,94,125,3.71,38,34,City,Heavy,3,2,43,4.68,4,Oil Filter,113
MH64AB4083,Tata Prima,2020,2022-05-23,2021-04-28,469048,22173,157,105,3.71,98,54,Highway,Light,32,15,55,5.97,7,Fuel Pump,74
MH34AB3933,Tata Prima,2015,2022-11-16,2021-10-17,420608,6065,268,77,3.71,29,79,City,Medium,43,15,97,6.03,15,Coolant,74
MH11AB9098,Mahindra Blazo X,2022,2024-05-12,2021-06-17,267314,23321,492,86,3.71,70,63,Highway,Medium,13,2,38,4.28,11,None,65
MH93AB3174,BharatBenz 2823R,2021,2023-01-16,2021-05-27,587970,25994,367,100,3.71,22,24,City,Medium,34,10,25,4.53,18,Oil Filter,118
MH98AB9919,BharatBenz 2823R,2015,2022-02-15,2021-09-14,535514,34441,364,106,3.71,9,92,Mixed,Light,1,18,14,4.16,12,None,67
MH38AB8850,Ashok Leyland 3718,2014,2024-01-14,2021-09-13,204455,9124,226,114,3.71,23,37,Mixed,Heavy,-1,15,14,4.3,4,Air Filter,105
MH10AB8996,Eicher Pro 6035,2015,2022-11-09,2021-10-12,370304,1335,277,126,3.71,46,40,Mixed,Light,41,14,39,6.08,11,Oil Filter,117
MH18AB4913,BharatBenz 2823R,2020,2024-01-17,2021-07-05,798692,19146,240,102,3.71,22,91,City,Light,36,14,59,5.65,6,Coolant,65
MH86AB8398,Tata Prima,2016,2022-06-05,2021-03-15,335810,12324,209,96,3.71,36,93,City,Medium,18,7,14,3.01,19,None,61
MH16AB7349,BharatBenz 2823R,2021,2022-05-02,2021-03-07,370961,37835,443,114,3.71,25,70,Mixed,Light,42,8,22,4.94,18,Air Filter,7
MH34AB6440,Ashok Leyland 3718,2014,2023-11-23,2021-11-17,665486,4315,316,73,3.71,14,60,Mixed,Heavy,35,3,58,6.48,15,None,105
MH36AB7076,Ashok Leyland 3718,2010,2024-07-26,2021-04-10,477858,2929,407,91,3.71,41,43,Highway,Medium,1,9,98,4.88,3,Fuel Pump,99
MH66AB2240,Eicher Pro 6035,2017,2022-09-21,2021-10-25,616118,3107,375,95,3.71,53,43,Highway,Heavy,5,7,59,5.64,17,Brake Pads,103
MH80AB8074,BharatBenz 2823R,2013,2022-06-10,2021-12-27,546283,26150,428,101,3.71,90,57,Mixed,Heavy,3,4,23,5.58,1,None,49
MH87AB3338,Tata Prima,2018,2022-12-19,2021-07-14,584522,39198,239,93,3.71,17,63,Mixed,Heavy,43,19,55,3.9,2,Fuel Pump,19
MH11AB8146,Tata Prima,2023,2024-06-10,2021-09-22,631904,32853,224,115,3.71,59,76,City,Light,24,19,99,3.99,19,Brake Pads,21
MH49AB6872,Mahindra Blazo X,2019,2022-03-12,2021-11-24,321365,37290,339,104,3.71,21,78,Mixed,Light,35,7,91,5.4,9,Brake Pads,19
MH18AB4604,Tata Prima,2021,2023-04-16,2021-12-16,192482,12491,406,106,3.71,13,53,Highway,Light,-3,12,93,4.5,8,Coolant,9
MH72AB7297,Eicher Pro 6035,2015,2022-01-03,2021-11-24,785415,21668,194,101,3.71,92,94,Highway,Light,16,4,43,4.78,12,Air Filter,90
MH99AB5797,Eicher Pro 6035,2010,2024-08-03,2021-07-28,766773,31599,281,76,3.71,48,42,Highway,Medium,34,17,80,5.35,15,Air Filter,50
MH39AB5293,Tata Prima,2012,2022-03-31,2021-12-05,51051,39885,409,102,3.71,82,62,Highway,Light,14,6,56,5.61,7,Oil Filter,15
MH63AB5526,Tata Prima,2012,2022-10-04,2021-09-19,651206,36419,487,100,3.71,50,59,Highway,Medium,26,3,69,3.59,16,Fuel Pump,68
MH22AB7639,Mahindra Blazo X,2019,2024-12-10,2021-05-14,128116,31916,253,124,3.71,12,66,Highway,Heavy,42,16,83,3.09,7,Coolant,96
MH97AB4752,Tata Prima,2021,2022-07-05,2021-08-30,434370,6080,262,81,3.71,41,60,Mixed,Medium,1,17,88,3.67,12,None,18
MH51AB9209,Mahindra Blazo X,2021,2024-08-17,2021-08-15,278931,7554,89,80,3.71,23,66,Highway,Light,1,8,90,4.53,17,Fuel Pump,43
MH63AB8187,Mahindra Blazo X,2013,2024-03-26,2021-10-04,356901,24590,324,93,3.71,67,39,Highway,Medium,14,17,20,3.87,11,None,71
MH85AB7124,Tata Prima,2015,2022-10-22,2021-10-03,569385,16323,372,77,3.71,96,96,Highway,Light,19,5,94,4.77,4,None,59
MH90AB1809,Ashok Leyland 3718,2016,2022-11-13,2021-07-30,433152,37841,131,101,3.71,50,84,Highway,Light,39,17,59,2.71,19,None,46
MH97AB7045,Ashok Leyland 3718,2019,2023-08-07,2021-09-30,573562,15839,230,126,3.71,98,87,Mixed,Medium,29,18,13,4.54,2,Oil Filter,79
MH11AB4484,Mahindra Blazo X,2013,2023-01-24,2021-12-28,782835,3991,369,107,3.71,75,43,City,Medium,38,3,50,3.97,2,Oil Filter,98
MH29AB9579,Tata Prima,2015,2023-05-14,2021-12-14,276572,1206,132,129,3.71,30,55,City,Heavy,18,17,68,4.64,17,Coolant,106
MH68AB9358,Ashok Leyland 3718,2020,2022-12-08,2021-11-25,181379,32457,352,91,3.71,50,64,City,Heavy,34,5,69,4.19,9,Oil Filter,9
MH75AB3927,Tata Prima,2010,2022-12-11,2021-04-13,631177,16228,311,103,3.71,50,21,City,Heavy,7,8,90,3.64,1,Coolant,56
MH73AB9661,Tata Prima,2023,2022-08-26,2021-10-30,276256,7497,321,88,3.71,79,47,Highway,Heavy,42,19,71,6.12,10,Oil Filter,26
MH45AB7219,Tata Prima,2017,2023-06-09,2021-05-01,872376,38501,249,121,3.71,18,45,City,Heavy,33,7,93,3.24,15,Air Filter,81
MH75AB4246,BharatBenz 2823R,2016,2022-01-31,2021-06-06,612422,39023,289,89,3.71,89,42,City,Medium,-2,19,34,5.23,15,Coolant,48
MH59AB2500,Tata Prima,2020,2024-02-11,2021-09-24,470539,25663,451,125,3.71,67,98,Mixed,Heavy,6,8,96,6.2,2,Air Filter,119
MH65AB6112,BharatBenz 2823R,2020,2024-10-03,2021-12-07,559421,18218,229,83,3.71,76,55,Mixed,Medium,11,3,88,4.65,14,Air Filter,119
MH52AB9571,Mahindra Blazo X,2018,2022-04-10,2021-06-08,252834,22472,481,102,3.71,7,25,Mixed,Heavy,-5,10,42,6.01,4,Coolant,89
MH98AB3906,Ashok Leyland 3718,2012,2022-05-30,2021-05-05,530441,18731,220,79,3.71,32,54,Highway,Light,11,5,28,3.0,18,Fuel Pump,63
MH78AB1691,Ashok Leyland 3718,2011,2022-08-02,2021-07-29,277579,12626,344,85,3.71,33,57,Highway,Heavy,-4,15,66,4.48,9,Brake Pads,105
MH19AB7522,Ashok Leyland 3718,2010,2024-03-02,2021-11-23,600242,24095,226,73,3.71,91,54,Highway,Light,0,6,24,4.33,2,Oil Filter,29
MH92AB8803,Ashok Leyland 3718,2012,2022-02-05,2021-11-04,760381,12618,418,96,3.71,22,93,Mixed,Medium,38,8,50,2.53,2,None,25
MH41AB5495,Ashok Leyland 3718,2014,2024-09-07,2021-10-15,402103,3817,445,97,3.71,39,72,City,Heavy,5,9,78,4.27,18,Oil Filter,96
MH24AB5322,Ashok Leyland 3718,2023,2024-08-10,2021-04-26,801287,16004,286,112,3.71,81,57,Mixed,Medium,37,16,89,3.98,17,None,68
MH15AB5254,Ashok Leyland 3718,2020,2022-10-03,2021-10-19,785226,3557,187,85,3.71,80,78,Highway,Heavy,12,12,69,5.18,9,Fuel Pump,109
MH99AB8840,Mahindra Blazo X,2011,2023-07-01,2021-03-19,775787,27160,376,128,3.71,51,62,Mixed,Medium,34,5,31,6.25,8,Brake Pads,72
MH28AB1199,Tata Prima,2021,2022-01-16,2021-06-29,317136,37696,415,121,3.71,9,23,City,Heavy,19,19,52,2.84,2,Fuel Pump,97
MH87AB4944,Eicher Pro 6035,2012,2024-07-05,2021-03-21,576249,902,360,102,3.71,79,24,Highway,Heavy,33,15,41,3.81,2,Brake Pads,51
MH41AB8742,BharatBenz 2823R,2013,2022-05-19,2021-08-18,586785,9105,178,117,3.71,63,87,City,Light,22,7,22,4.28,5,Coolant,39
MH49AB8729,Eicher Pro 6035,2016,2024-10-17,2021-08-31,475767,16261,98,88,3.71,79,64,City,Medium,40,17,47,4.32,12,Coolant,91
MH74AB5655,Eicher Pro 6035,2022,2023-11-29,2021-09-09,830734,27543,213,90,3.71,63,99,Highway,Medium,10,19,35,5.6,16,None,11
MH78AB9085,Tata Prima,2012,2024-02-20,2021-09-19,849687,34135,326,91,3.71,51,44,City,Medium,6,2,90,4.27,14,Air Filter,60
MH98AB8005,Tata Prima,2018,2024-06-25,2021-09-12,185639,14279,342,78,3.71,99,97,Mixed,Medium,35,9,14,2.61,2,Air Filter,56
MH11AB2009,Tata Prima,2017,2023-09-02,2021-05-21,885279,15655,165,78,3.71,99,30,City,Medium,23,2,58,5.34,8,None,114
MH23AB9405,Ashok Leyland 3718,2013,2022-01-01,2021-03-14,810177,33632,73,78,3.71,17,48,City,Light,17,2,14,6.04,4,Coolant,50
MH88AB6989,Mahindra Blazo X,2022,2022-05-31,2021-09-08,753363,24351,360,96,3.71,82,53,City,Heavy,15,11,80,4.56,9,None,13
MH59AB2919,Ashok Leyland 3718,2010,2023-10-20,2021-08-03,70389,15866,74,86,3.71,93,33,Mixed,Light,10,19,57,4.82,19,Air Filter,62
MH31AB1049,Mahindra Blazo X,2010,2024-01-11,2021-08-05,225595,28908,440,113,3.71,37,43,City,Medium,42,13,27,3.15,2,None,27
MH83AB3561,Mahindra Blazo X,2010,2024-08-23,2021-10-31,435946,7071,176,126,3.71,66,78,City,Medium,35,18,15,3.38,16,Coolant,7
MH95AB2335,Eicher Pro 6035,2010,2022-08-22,2021-08-16,373720,14517,283,114,3.71,83,58,Mixed,Heavy,39,2,75,3.44,11,Fuel Pump,65
MH50AB3984,Eicher Pro 6035,2017,2023-12-11,2021-10-26,880351,39736,258,77,3.71,20,45,Highway,Light,20,9,86,4.22,8,Oil Filter,13
MH10AB2542,Mahindra Blazo X,2012,2022-11-24,2021-12-28,787463,4650,142,85,3.71,48,62,Highway,Heavy,31,11,51,6.21,12,Coolant,57
MH13AB9697,Mahindra Blazo X,2015,2023-08-29,2021-08-30,53358,19923,143,87,3.71,62,55,Highway,Heavy,16,11,61,4.59,3,None,72
MH22AB4842,Ashok Leyland 3718,2012,2023-10-04,2021-07-05,400679,4637,376,128,3.71,10,58,City,Light,4,19,20,3.27,13,Coolant,53
MH62AB3071,Ashok Leyland 3718,2020,2024-10-23,2021-11-23,551110,30492,274,102,3.71,93,80,Highway,Heavy,1,10,35,3.56,2,Coolant,93
MH66AB6076,Eicher Pro 6035,2014,2024-09-21,2021-04-18,302557,29402,427,70,3.71,19,35,Mixed,Light,3,3,30,4.04,13,Air Filter,74
MH54AB3135,Tata Prima,2022,2022-11-29,2021-06-08,257596,14333,329,81,3.71,8,78,City,Light,19,4,75,4.99,8,None,52
MH88AB7971,Mahindra Blazo X,2023,2024-07-27,2021-03-13,828776,1881,60,75,3.71,60,25,City,Medium,40,3,49,4.26,15,Air Filter,86
MH41AB7812,Ashok Leyland 3718,2022,2022-04-19,2021-09-13,680270,8654,378,110,3.71,68,75,City,Heavy,9,7,65,4.07,9,None,113
MH26AB4283,Eicher Pro 6035,2016,2024-10-15,2021-06-18,278129,34735,61,124,3.71,72,27,Highway,Medium,7,13,60,4.76,11,Air Filter,11
MH59AB2691,Ashok Leyland 3718,2011,2024-08-15,2021-11-04,842130,13939,84,74,3.71,98,46,Highway,Heavy,36,16,29,3.47,3,Air Filter,103
MH68AB2807,Mahindra Blazo X,2015,2023-08-25,2021-09-23,378953,19622,496,128,3.71,38,90,Highway,Heavy,40,13,90,2.82,7,Fuel Pump,35
MH71AB8867,Mahindra Blazo X,2022,2022-07-05,2021-09-14,667367,24456,277,85,3.71,95,46,City,Medium,20,19,89,2.6,14,Coolant,106
MH99AB3664,BharatBenz 2823R,2015,2024-07-28,2021-12-05,105805,17764,269,87,3.71,99,65,Mixed,Medium,15,17,66,3.51,15,Fuel Pump,60
MH96AB9088,Tata Prima,2020,2022-05-29,2021-09-11,212421,3649,490,118,3.71,60,60,City,Medium,17,3,14,2.87,9,Air Filter,100
MH31AB8031,BharatBenz 2823R,2012,2023-01-23,2021-04-01,257849,25160,190,87,3.71,36,98,Mixed,Light,38,12,23,3.85,11,Fuel Pump,103
MH38AB6795,Eicher Pro 6035,2015,2023-03-19,2021-08-18,288483,21028,72,70,3.71,13,44,City,Heavy,22,13,33,5.59,7,Coolant,65
MH58AB2251,Ashok Leyland 3718,2019,2023-02-27,2021-06-21,442551,1668,132,88,3.71,67,37,Mixed,Light,32,6,77,5.37,12,Coolant,96
MH16AB3017,Eicher Pro 6035,2019,2023-07-19,2021-04-03,94041,36397,278,123,3.71,76,31,City,Heavy,6,7,61,4.94,19,Air Filter,112
MH77AB3901,Mahindra Blazo X,2023,2022-07-08,2021-04-05,868386,15532,472,77,3.71,82,70,City,Heavy,18,12,57,5.91,18,Coolant,9
