record_id,truck_id,truck_number_plate,vehicle_model,year_bought,service_date,last_service_date,total_km_run,km_after_last_service,avg_daily_km_est,engine_temperature_c,vibrations_level,oil_life_percent,battery_health_percent,route_type,load_profile,ambient_temp_c,service_type,parts_changed_last_service,parts_in_stock_status,technician_id,technician_experience_years,current_queue_length,shift_hours_remaining,brake_pad_thickness_mm,tyre_health_percent,fuel_efficiency_kmpl,approx_past_services,days_until_next_service
1648,T0082,LI16OG7077,Mahindra Blazo X 35,2015,2022-10-10,2022-09-30,608394,3655,353.2,82.9,3.71,86.7,63.4,Highway,Heavy,32.4,Routine Service,Air Filter,Partial,M032,1,12,4.0,16.8,87.7,3.44,9,46.7
1649,T0077,TQ72OY4619,Tata LPT 3718,2016,2023-08-17,2023-07-15,538999,11425,341.2,91.1,2.93,53.3,64.3,Highway,Heavy,33.9,Electrical Check,"Alternator, Brake Pads, Coolant, Battery",Partial,M016,7,9,1.1,15.6,63.4,3.12,11,36.6
1650,T0208,MV93KO2129,Volvo FM 400,2024,2025-01-24,2024-12-16,13620,14368,364.8,99.2,4.63,42.3,89.2,Mixed,Medium,34.9,Electrical Check,Air Filter,No,M014,8,0,7.1,12.7,51.6,3.74,2,25.6
1651,T0248,PJ76ED2203,BharatBenz 3123R,2016,2024-01-21,2023-12-11,539700,15144,364.4,89.3,2.41,42.3,66.4,Mixed,Light,29.2,Full Inspection,"Alternator, Battery, Engine Oil, Brake Pads",No,M009,2,13,2.5,14.2,57.3,3.4,14,37.9
1652,T0272,DY85XT4347,Scania P410,2024,2023-11-21,2023-10-31,50879,5873,269.1,92.6,3.4,65.6,78.6,City,Heavy,39.6,Full Inspection,"Battery, Oil Filter, Clutch Plate, Alternator",Partial,M035,9,3,7.6,18.8,79.4,1.5,1,26.8
1653,T0159,LX01DE3739,BharatBenz 3123R,2016,2022-11-26,2022-09-16,546317,16742,232.9,73.8,4.13,34.9,66.3,Mixed,Light,28.1,Full Inspection,"Coolant, Oil Filter, Engine Oil",Partial,M025,6,11,6.6,14.6,50.2,4.78,11,50.3
1654,T0172,NS28JR9577,BharatBenz 3123R,2018,2023-09-19,2023-08-20,419156,11541,378.6,90.8,3.2,57.3,71.3,Highway,Light,30.5,Brake Service,"Oil Filter, Coolant",Yes,M003,14,6,1.3,10.4,60.3,3.6,11,41.9
1655,T0013,TO75AI0988,Tata LPT 3718,2022,2024-08-31,2024-06-01,156884,21476,234.1,76.0,4.12,15.0,76.4,City,Medium,32.0,Engine Check,"Coolant, Brake Pads, Engine Oil, Battery",Yes,M019,3,5,6.3,9.0,19.0,2.05,5,41.0
1656,T0216,JO00EM4758,Scania P410,2022,2023-02-27,2023-02-13,164287,4474,314.6,97.9,1.83,75.7,79.1,City,Medium,44.6,Full Inspection,"Clutch Plate, Brake Pads, Air Filter, Coolant",No,M020,5,0,3.8,16.2,82.4,2.37,3,31.5
1657,T0231,QG67UB9445,Tata LPT 3718,2016,2022-09-19,2022-08-23,534648,8768,314.2,80.6,2.58,64.1,59.1,City,Light,36.3,Brake Service,"Alternator, Battery, Engine Oil",No,M025,5,4,4.5,13.6,69.1,3.49,11,17.1
1658,T0017,BQ29WB2621,Volvo FM 400,2021,2023-09-06,2023-07-24,251298,15688,351.5,76.1,4.29,39.5,70.5,Highway,Medium,24.0,Full Inspection,"Clutch Plate, Oil Filter",Yes,M021,12,12,2.7,10.0,39.1,3.08,5,29.2
1659,T0198,HY71VK7802,Tata LPT 3718,2024,2024-10-06,2024-08-02,57615,17622,269.0,89.3,4.09,31.5,91.7,City,Heavy,36.6,Brake Service,"Clutch Plate, Engine Oil, Alternator, Coolant",Partial,M012,9,7,4.3,13.1,42.8,3.48,1,34.7
1660,T0071,QX80EH7521,Scania P410,2021,2025-01-13,2024-12-03,236376,12584,300.8,80.5,1.23,42.0,65.9,Highway,Medium,32.2,Electrical Check,Battery,Partial,M014,8,6,3.3,13.2,51.6,2.53,7,55.7
1661,T0005,SB22CG1263,BharatBenz 3123R,2020,2024-08-26,2024-07-19,289708,8100,210.0,90.2,2.95,61.7,67.8,City,Light,25.8,Engine Check,"Clutch Plate, Brake Pads",Partial,M011,4,4,5.0,16.2,74.8,2.66,8,49.9
1662,T0219,CE28KX3719,Tata LPT 3718,2018,2023-06-11,2023-04-17,408211,15823,284.3,70.2,1.47,34.6,74.0,Highway,Medium,24.6,Brake Service,"Battery, Coolant, Brake Pads",No,M040,11,10,1.7,15.0,57.8,3.02,11,51.2
1663,T0212,GS05JQ6644,Mahindra Blazo X 35,2021,2023-07-31,2023-05-15,243946,19605,253.4,83.2,3.82,22.7,75.0,Highway,Medium,31.5,Brake Service,"Coolant, Battery, Oil Filter",No,M022,11,4,1.5,9.9,24.1,3.42,4,36.1
1664,T0038,NS76JB6338,Tata LPT 3718,2024,2023-11-10,2023-10-12,57459,8883,296.3,80.1,4.12,68.1,81.2,Highway,Medium,22.2,Brake Service,"Brake Pads, Alternator",Partial,M037,13,1,2.4,14.5,74.8,2.93,1,49.4
1665,T0142,GD46GK6090,Scania P410,2022,2023-01-16,2022-12-18,212998,6741,230.3,89.6,4.07,68.3,82.4,City,Light,35.8,Full Inspection,"Alternator, Air Filter, Engine Oil",Partial,M037,10,7,4.2,12.3,79.1,3.34,3,39.4
1666,T0088,OU10WQ2914,BharatBenz 3123R,2018,2024-07-31,2024-07-18,430946,5268,384.4,69.5,4.14,83.9,74.3,Highway,Heavy,28.7,Engine Check,"Air Filter, Coolant, Battery, Brake Pads",Partial,M022,2,0,1.0,15.8,81.3,1.97,8,31.0
1667,T0295,YK13DE9796,Mahindra Blazo X 35,2023,2024-01-25,2023-12-02,123219,12694,232.5,92.0,3.17,50.0,91.0,Mixed,Heavy,26.7,Routine Service,"Oil Filter, Clutch Plate, Alternator",Yes,M038,2,5,2.7,14.1,59.9,2.58,2,36.3
1668,T0293,CG25AX2179,Ashok Leyland U-3718,2017,2025-01-15,2024-12-24,495059,7144,313.7,84.1,3.63,73.3,74.6,Highway,Heavy,27.6,Electrical Check,Clutch Plate,Yes,M012,2,0,5.1,15.7,73.0,3.56,15,38.9
1669,T0168,LW77JK5150,Tata LPT 3718,2023,2023-09-02,2023-08-23,128892,3599,346.7,89.1,4.34,90.5,90.5,City,Light,33.8,Engine Check,"Battery, Air Filter, Brake Pads, Coolant",Yes,M019,14,4,2.6,19.4,86.8,3.74,1,38.3
1670,T0020,KH29LW5098,BharatBenz 3123R,2015,2023-03-07,2023-02-04,613901,12480,398.8,91.2,4.01,57.3,61.3,Highway,Medium,36.5,Full Inspection,"Coolant, Brake Pads, Engine Oil, Oil Filter",Partial,M018,6,7,3.3,14.0,57.1,2.03,14,45.7
1671,T0115,TF43JS7500,Scania P410,2015,2023-12-02,2023-09-08,590022,22412,263.4,84.2,4.97,18.5,63.8,Highway,Light,42.6,Engine Check,Air Filter,Yes,M023,7,1,3.0,13.5,27.3,3.59,11,34.7
1672,T0237,WQ61ZG1159,Tata LPT 3718,2021,2023-06-23,2023-05-29,240676,9736,386.3,73.3,2.99,53.8,77.6,City,Heavy,36.0,Electrical Check,"Brake Pads, Air Filter, Coolant, Alternator",Partial,M039,3,2,3.2,15.3,62.1,2.21,5,52.0
1673,T0002,FN01QO2580,Scania P410,2021,2024-04-02,2024-02-23,218537,11316,288.5,90.5,3.05,59.2,71.9,Highway,Heavy,32.9,Brake Service,"Oil Filter, Air Filter",Partial,M040,12,0,5.5,13.8,64.8,3.9,7,49.6
1674,T0283,TG48DA8918,Tata LPT 3718,2018,2022-09-10,2022-08-03,406040,10775,278.2,93.6,3.75,54.7,72.6,City,Heavy,37.4,Full Inspection,"Alternator, Oil Filter, Engine Oil, Battery",Yes,M021,1,10,1.9,14.1,59.2,2.76,8,25.1
1675,T0282,CG35RG9044,Tata LPT 3718,2015,2025-02-16,2025-01-27,631195,6267,299.4,84.6,4.51,74.5,62.0,Highway,Medium,34.7,Engine Check,"Alternator, Oil Filter",Partial,M012,4,4,4.0,18.1,75.6,3.44,21,46.8
1676,T0018,YO47UE0444,BharatBenz 3123R,2018,2023-02-14,2023-01-18,413671,8665,319.7,94.4,3.93,68.4,77.2,City,Medium,34.1,Routine Service,"Coolant, Brake Pads",Yes,M019,8,13,6.6,14.7,70.5,3.49,7,24.4
1677,T0010,CQ74BJ9598,Tata LPT 3718,2018,2024-07-15,2024-05-27,424992,15278,306.5,85.7,1.98,39.6,69.7,Mixed,Medium,29.9,Full Inspection,"Alternator, Clutch Plate, Coolant, Engine Oil",Yes,M038,15,0,2.9,13.4,57.4,2.54,13,46.6
1678,T0161,YE67PV5800,Mahindra Blazo X 35,2017,2025-03-04,2025-01-21,466537,15584,363.0,86.0,4.79,38.2,62.8,Mixed,Medium,34.3,Routine Service,Air Filter,Partial,M025,2,0,1.1,10.0,39.0,2.81,16,56.3
1679,T0250,ZU99WD8278,Ashok Leyland U-3718,2019,2023-03-07,2023-01-08,346467,18093,309.8,93.1,3.73,27.1,69.4,Highway,Medium,21.3,Brake Service,"Engine Oil, Air Filter",Yes,M017,10,0,2.0,12.5,29.6,2.2,8,24.6
1680,T0030,AU62TO4008,BharatBenz 3123R,2018,2024-06-05,2024-04-22,416630,13789,306.7,91.0,3.89,52.1,66.6,Mixed,Medium,28.3,Full Inspection,"Air Filter, Alternator",Partial,M004,13,6,6.6,14.5,63.0,4.98,12,39.6
1681,T0144,UI76UT3058,Ashok Leyland U-3718,2021,2025-06-13,2025-05-23,228247,6465,296.2,77.9,5.42,83.8,75.7,City,Light,28.1,Full Inspection,"Air Filter, Oil Filter, Alternator",Yes,M029,10,0,6.3,18.2,79.6,2.95,6,39.4
1682,T0079,VM75HV9253,Scania P410,2018,2023-11-17,2023-09-12,426090,22665,341.4,81.6,5.79,11.7,73.8,Highway,Light,33.3,Routine Service,"Battery, Brake Pads",Partial,M002,14,12,3.5,10.2,19.3,3.21,8,38.1
1683,T0111,ID36TW7963,BharatBenz 3123R,2015,2025-06-19,2025-05-20,626671,10692,349.8,85.5,2.0,56.1,61.3,Highway,Light,27.4,Electrical Check,"Coolant, Brake Pads",No,M015,6,13,7.4,10.3,66.5,3.89,18,44.5
1684,T0035,UF01IW9263,Mahindra Blazo X 35,2016,2023-02-06,2023-01-18,530337,5139,259.1,77.6,4.09,79.1,68.8,Mixed,Medium,33.2,Electrical Check,"Engine Oil, Brake Pads, Alternator",Yes,M030,11,1,2.0,14.6,82.3,2.6,15,52.6
1685,T0313,OC25IK3460,Scania P410,2020,2024-06-20,2024-06-02,314839,7278,383.6,95.3,4.27,66.8,68.7,City,Light,27.8,Engine Check,"Coolant, Battery",No,M004,14,13,2.0,15.3,80.1,3.09,9,49.6
1686,T0029,SF62MX8042,Volvo FM 400,2017,2023-04-08,2022-12-31,482702,23593,238.6,87.4,3.77,5.6,69.8,Highway,Heavy,31.8,Engine Check,"Clutch Plate, Oil Filter, Alternator",Yes,M038,7,11,7.1,8.4,36.3,3.17,12,32.5
1687,T0139,YV67DH8617,Mahindra Blazo X 35,2017,2022-09-28,2022-08-05,490651,13185,240.9,84.3,2.36,44.9,66.4,Highway,Light,35.0,Routine Service,"Clutch Plate, Engine Oil, Coolant",Partial,M035,4,7,3.0,10.8,50.2,4.34,7,43.7
1688,T0047,CH23OD2670,Ashok Leyland U-3718,2017,2025-04-13,2025-01-06,470759,20645,210.8,82.6,3.67,12.7,57.8,Highway,Heavy,34.5,Electrical Check,"Engine Oil, Air Filter, Clutch Plate",No,M009,6,14,4.7,11.9,34.4,2.67,15,26.0
1689,T0133,VW03TD3187,Mahindra Blazo X 35,2023,2024-07-08,2024-06-08,110970,9773,325.2,78.3,4.16,57.1,83.4,City,Heavy,25.3,Full Inspection,"Clutch Plate, Air Filter, Alternator, Brake Pads",Yes,M007,11,13,4.8,12.2,61.4,3.61,2,11.6
1690,T0308,OV84NW4840,BharatBenz 3123R,2019,2025-05-15,2025-02-05,343129,24096,242.1,92.0,5.56,5.0,73.3,Highway,Medium,34.8,Electrical Check,"Clutch Plate, Oil Filter",Partial,M024,4,7,4.7,14.7,10.0,4.21,9,31.4
1691,T0076,IZ45ZR5413,Tata LPT 3718,2023,2024-05-31,2024-03-04,116582,24796,279.4,79.8,2.56,5.0,76.1,Highway,Light,24.1,Brake Service,"Engine Oil, Alternator, Coolant",Partial,M010,1,5,3.8,8.5,10.0,4.07,3,34.3
1692,T0198,HY71VK7802,Ashok Leyland U-3718,2023,2025-05-20,2025-04-02,112546,18844,387.9,79.4,4.72,34.7,73.5,City,Heavy,37.6,Engine Check,"Brake Pads, Clutch Plate",Yes,M017,10,6,4.8,10.7,25.0,2.54,4,31.8
1693,T0232,XR57JX5607,Scania P410,2016,2022-12-02,2022-10-30,523042,8936,264.1,86.1,3.84,66.3,61.2,Highway,Light,31.4,Routine Service,Oil Filter,Yes,M009,7,4,7.1,15.2,68.0,3.88,13,44.5
1694,T0272,DY85XT4347,Ashok Leyland U-3718,2023,2023-06-16,2023-04-12,146907,14476,222.3,78.8,3.86,49.0,81.7,Highway,Light,32.0,Electrical Check,"Engine Oil, Battery, Clutch Plate, Brake Pads",Yes,M023,10,13,6.4,12.4,45.2,3.9,1,39.1
1695,T0150,WJ92ZY0638,Mahindra Blazo X 35,2015,2022-12-04,2022-09-17,606585,22363,283.6,72.7,2.01,11.4,56.8,Mixed,Light,28.0,Full Inspection,"Battery, Engine Oil",Partial,M039,9,6,5.1,12.1,11.1,3.17,11,33.8
1696,T0317,TW85EI5188,Tata LPT 3718,2020,2024-04-25,2024-04-06,303618,3893,203.0,90.1,2.76,79.3,81.2,Highway,Heavy,29.7,Engine Check,Clutch Plate,Yes,M021,12,9,3.6,15.3,87.1,2.52,9,32.9
1697,T0090,QL28FK4255,BharatBenz 3123R,2022,2023-07-29,2023-05-09,176076,22967,281.9,100.1,5.82,8.8,74.1,City,Heavy,35.5,Engine Check,"Brake Pads, Coolant",No,M017,6,11,1.6,14.3,35.1,1.94,2,24.5
1698,T0084,WL54SK6149,Volvo FM 400,2020,2024-10-30,2024-10-12,304816,5318,281.6,90.3,4.43,87.8,80.6,City,Light,44.9,Electrical Check,Alternator,Yes,M010,5,2,3.2,18.8,84.1,3.16,6,42.0
1699,T0165,GG02JP2813,Mahindra Blazo X 35,2019,2024-11-04,2024-08-26,322460,16841,238.5,81.5,3.27,29.5,85.2,Mixed,Heavy,35.2,Routine Service,"Brake Pads, Battery",Partial,M025,7,1,4.8,14.0,53.1,2.26,8,39.4
1700,T0277,NG40ZS0985,BharatBenz 3123R,2018,2024-01-07,2023-12-12,421247,10626,398.8,68.5,5.07,50.2,70.5,City,Medium,39.1,Full Inspection,"Engine Oil, Air Filter, Coolant, Battery",No,M020,10,12,5.0,17.2,70.9,3.19,13,42.8
1701,T0307,FG07RC3595,Scania P410,2020,2025-06-19,2025-04-25,290834,17983,325.6,98.0,3.57,21.8,77.3,Highway,Medium,21.5,Brake Service,Air Filter,Yes,M030,8,14,1.6,16.8,45.0,3.42,8,38.9
1702,T0315,XA83HM6081,Mahindra Blazo X 35,2021,2025-03-04,2025-01-28,207117,7236,206.1,90.9,5.88,77.8,79.5,Mixed,Heavy,24.8,Electrical Check,Battery,Yes,M023,11,9,7.8,15.8,78.7,2.91,8,25.3
1703,T0255,DW40YF6161,Tata LPT 3718,2024,2022-12-12,2022-10-14,58210,17243,289.1,72.4,1.69,29.8,86.9,Mixed,Light,31.6,Engine Check,"Brake Pads, Oil Filter, Coolant, Air Filter",No,M026,9,2,2.5,8.9,49.4,3.57,1,26.2
1704,T0138,FL30BN2930,BharatBenz 3123R,2022,2025-05-17,2025-03-01,186461,20659,268.0,81.6,3.61,27.8,78.8,City,Medium,37.1,Engine Check,"Air Filter, Clutch Plate",Partial,M021,4,2,2.3,13.2,29.8,4.03,7,52.3
1705,T0009,OG58KF9500,Ashok Leyland U-3718,2016,2024-10-11,2024-09-05,522836,12451,340.3,83.1,4.83,55.3,68.4,City,Medium,28.7,Engine Check,Air Filter,Partial,M035,12,5,4.8,9.9,59.7,3.2,12,33.4
1706,T0015,MO28LF5723,Mahindra Blazo X 35,2020,2023-07-01,2023-03-12,294350,23520,211.5,91.9,3.37,5.0,70.9,Mixed,Heavy,37.0,Brake Service,"Coolant, Engine Oil",Yes,M011,5,13,1.2,7.0,21.1,2.63,6,42.1
1707,T0211,OQ00WY6748,BharatBenz 3123R,2015,2023-08-28,2023-07-01,603973,20415,351.1,85.1,4.11,29.7,65.8,Highway,Heavy,26.8,Electrical Check,"Alternator, Oil Filter, Brake Pads",Yes,M021,5,8,1.3,9.6,21.0,3.11,13,42.5
1708,T0079,VM75HV9253,Mahindra Blazo X 35,2021,2023-08-02,2023-04-22,212237,23791,232.4,83.4,4.4,8.0,78.3,Highway,Heavy,33.1,Routine Service,"Engine Oil, Brake Pads",No,M019,7,7,7.4,11.3,11.5,3.3,4,22.8
1709,T0172,NS28JR9577,Mahindra Blazo X 35,2019,2023-07-27,2023-06-05,383668,15136,287.7,72.7,4.43,34.7,72.8,Mixed,Heavy,31.2,Routine Service,"Oil Filter, Clutch Plate, Alternator",Partial,M002,4,1,4.8,13.6,50.8,3.62,6,21.7
1710,T0115,TF43JS7500,Mahindra Blazo X 35,2023,2024-11-28,2024-09-16,124134,19166,261.6,105.9,5.84,21.2,83.5,Highway,Light,31.5,Routine Service,"Air Filter, Engine Oil",Partial,M018,13,3,4.1,14.3,37.0,3.61,3,16.7
1711,T0091,ZH96HO6706,BharatBenz 3123R,2016,2024-06-15,2024-04-11,533826,14304,217.6,78.6,5.12,36.9,62.1,Highway,Light,33.8,Engine Check,"Oil Filter, Battery, Air Filter",Partial,M024,1,13,3.4,14.7,56.3,2.64,12,49.6
1712,T0223,CA33HD1454,Scania P410,2021,2024-09-12,2024-08-23,263006,6651,323.1,93.5,5.59,73.0,75.8,Mixed,Medium,35.7,Full Inspection,"Engine Oil, Clutch Plate, Coolant",Yes,M026,5,0,4.5,15.9,82.1,2.65,6,42.2
1713,T0168,LW77JK5150,Tata LPT 3718,2023,2024-11-28,2024-09-10,103384,19178,239.8,81.1,1.73,27.2,86.6,Mixed,Light,40.3,Routine Service,"Coolant, Alternator, Oil Filter",Partial,M025,9,6,5.7,14.1,30.2,3.27,3,53.1
1714,T0022,GU44YZ5712,Ashok Leyland U-3718,2017,2023-11-26,2023-10-22,481670,10815,308.0,79.2,5.08,63.4,72.0,Mixed,Heavy,35.8,Electrical Check,"Clutch Plate, Oil Filter, Air Filter, Coolant",No,M032,6,13,2.3,11.9,60.2,4.02,11,30.8
1715,T0206,AY91ZM2629,Tata LPT 3718,2021,2023-12-30,2023-12-12,230901,3769,207.4,72.6,3.7,80.6,76.0,Mixed,Medium,33.1,Full Inspection,"Air Filter, Oil Filter, Clutch Plate, Alternator",Yes,M008,11,1,6.0,14.6,89.4,2.95,5,47.9
1716,T0073,CZ85YZ6207,Mahindra Blazo X 35,2021,2022-07-18,2022-06-15,253727,7511,223.6,83.8,2.4,77.2,83.7,Highway,Light,23.9,Routine Service,"Air Filter, Engine Oil",No,M005,3,4,5.0,17.5,76.8,3.01,3,40.9
1717,T0024,CE56GD8256,Tata LPT 3718,2017,2023-08-21,2023-07-25,471448,8774,315.3,80.1,1.44,66.7,69.3,Mixed,Medium,31.7,Electrical Check,"Oil Filter, Air Filter",Partial,M035,1,3,3.9,18.3,76.4,4.4,9,67.0
1718,T0262,RW63NN7208,Scania P410,2016,2024-07-01,2024-06-08,555032,7282,309.7,80.7,4.18,73.3,56.8,Highway,Medium,35.2,Full Inspection,"Air Filter, Alternator, Brake Pads, Coolant",Partial,M040,8,9,7.7,12.6,71.0,3.58,16,56.4
1719,T0314,HD66BX3279,Tata LPT 3718,2024,2024-03-25,2024-02-04,36157,13248,262.2,86.8,5.86,49.8,93.6,Mixed,Heavy,32.7,Full Inspection,"Brake Pads, Engine Oil",Partial,M007,5,10,1.6,14.6,54.9,1.66,1,49.9
1720,T0011,AS65GQ1449,Volvo FM 400,2018,2023-06-20,2023-04-03,409736,23806,303.6,92.5,4.6,9.4,59.7,City,Medium,38.4,Routine Service,Air Filter,Partial,M027,6,8,3.7,9.6,10.0,3.69,9,40.4
1721,T0032,XF21UW4619,Volvo FM 400,2020,2024-07-25,2024-06-22,267467,8718,257.9,73.4,2.85,59.9,68.0,Highway,Heavy,37.7,Routine Service,"Brake Pads, Coolant, Clutch Plate",Yes,M011,3,4,4.6,14.7,72.0,2.64,7,24.4
1722,T0002,FN01QO2580,Tata LPT 3718,2015,2023-02-23,2023-02-05,598689,4322,234.8,79.9,3.32,91.5,72.5,City,Light,32.8,Routine Service,"Brake Pads, Coolant",Partial,M018,6,10,1.3,16.1,88.0,3.27,13,29.0
1723,T0182,KY84FZ3690,Scania P410,2017,2023-12-28,2023-09-11,480724,23922,220.0,101.1,2.78,9.7,73.3,City,Heavy,30.7,Electrical Check,Engine Oil,No,M011,7,3,6.0,11.5,26.0,3.36,11,29.3
1724,T0274,MH83OA2536,Mahindra Blazo X 35,2021,2023-11-21,2023-10-24,250348,10418,360.3,89.5,2.82,61.7,73.7,Highway,Medium,33.0,Engine Check,"Brake Pads, Oil Filter",Partial,M028,9,7,5.0,14.6,60.3,4.11,4,52.2
1725,T0257,GR70MD2606,Scania P410,2021,2024-08-02,2024-07-07,252100,6380,236.4,78.1,3.94,77.9,70.2,Mixed,Light,26.4,Routine Service,"Alternator, Battery, Engine Oil, Coolant",No,M014,5,2,3.0,14.3,78.2,3.34,7,39.7
1726,T0278,SJ90CD8054,Ashok Leyland U-3718,2017,2023-04-24,2023-02-20,479179,24310,382.8,95.1,1.09,12.1,69.5,City,Medium,35.5,Routine Service,"Alternator, Coolant",No,M007,2,2,7.9,8.1,10.0,2.89,12,24.0
1727,T0001,QA22TR8040,Volvo FM 400,2018,2023-10-02,2023-07-17,420068,23485,301.3,77.0,0.95,6.0,72.3,Highway,Heavy,31.2,Full Inspection,"Brake Pads, Oil Filter",Partial,M033,11,14,3.8,10.1,20.5,1.94,9,31.0
1728,T0079,VM75HV9253,Volvo FM 400,2023,2022-11-04,2022-08-23,137465,19657,266.1,75.4,3.51,15.1,77.4,Mixed,Heavy,25.9,Routine Service,"Air Filter, Brake Pads, Battery",Partial,M015,5,14,4.5,10.8,23.0,3.07,1,39.3
1729,T0271,CO72NB8243,Ashok Leyland U-3718,2020,2024-01-16,2023-10-08,320113,21679,215.6,88.5,2.0,15.1,76.0,Mixed,Heavy,36.6,Routine Service,"Clutch Plate, Brake Pads, Alternator, Engine Oil",Partial,M002,5,12,6.7,11.2,28.2,2.26,6,31.9
1730,T0217,CN02WX4009,Mahindra Blazo X 35,2020,2022-10-22,2022-09-22,306729,9600,313.6,78.2,1.94,70.7,68.7,Mixed,Light,20.2,Routine Service,Coolant,Yes,M001,6,1,3.9,11.2,68.7,2.83,3,42.2
1731,T0319,NQ10JP1853,BharatBenz 3123R,2022,2024-12-30,2024-11-09,174740,16725,325.8,74.4,5.17,27.2,83.0,Mixed,Medium,27.9,Routine Service,Clutch Plate,Partial,M027,15,3,3.3,17.6,42.9,3.03,5,35.1
1732,T0181,NQ04SC7059,Scania P410,2021,2022-11-18,2022-10-27,262590,5456,240.1,100.1,3.4,69.8,76.5,Mixed,Heavy,38.6,Routine Service,"Battery, Clutch Plate, Brake Pads",Yes,M016,2,9,4.1,17.2,84.2,2.33,2,48.8
1733,T0078,PG15OC9941,Mahindra Blazo X 35,2021,2025-04-08,2025-02-22,230386,15930,350.7,85.7,3.33,25.9,77.7,City,Medium,38.9,Engine Check,"Air Filter, Coolant, Clutch Plate, Alternator",Yes,M026,5,10,2.1,14.6,39.0,4.12,6,34.7
1734,T0166,PI74NM3095,Ashok Leyland U-3718,2018,2022-09-13,2022-08-02,432616,9476,225.3,83.8,4.42,54.0,67.2,City,Heavy,40.4,Full Inspection,"Battery, Air Filter",Yes,M033,9,8,2.7,17.0,71.3,3.42,6,30.3
1735,T0140,LA02VO7512,Mahindra Blazo X 35,2021,2022-10-18,2022-10-06,226206,4626,360.4,91.4,5.74,84.5,75.8,Mixed,Heavy,36.9,Electrical Check,"Coolant, Oil Filter, Clutch Plate, Battery",Yes,M001,3,12,6.6,19.0,85.0,2.67,3,23.6
1736,T0138,FL30BN2930,Mahindra Blazo X 35,2022,2023-10-10,2023-08-11,176823,15092,247.9,64.5,1.73,35.3,81.1,Highway,Heavy,17.8,Electrical Check,"Coolant, Engine Oil, Brake Pads, Clutch Plate",Partial,M027,4,6,3.8,10.0,39.7,2.24,2,36.5
1737,T0249,HO37HG8960,Volvo FM 400,2023,2022-12-24,2022-10-01,117216,21116,250.0,91.2,3.0,11.4,78.6,Highway,Heavy,21.7,Full Inspection,"Coolant, Battery, Alternator, Brake Pads",No,M039,11,12,3.4,10.8,36.4,1.93,1,31.0
1738,T0181,NQ04SC7059,Mahindra Blazo X 35,2024,2025-02-27,2025-02-11,62432,5999,362.4,88.7,3.33,77.3,84.9,Mixed,Medium,25.7,Full Inspection,"Oil Filter, Coolant, Clutch Plate",Partial,M026,12,6,2.2,17.4,78.8,3.85,2,22.4
1739,T0155,VI30OX8796,Volvo FM 400,2021,2024-06-04,2024-02-22,252865,21328,206.4,86.8,2.37,21.8,85.0,City,Light,28.3,Full Inspection,"Battery, Oil Filter, Brake Pads, Coolant",Partial,M019,10,1,2.9,12.7,28.4,4.48,4,35.1
1740,T0055,VZ10IR9370,Ashok Leyland U-3718,2019,2023-11-06,2023-09-28,348308,13824,351.5,85.4,4.97,59.0,67.9,Mixed,Heavy,32.7,Engine Check,"Coolant, Air Filter, Engine Oil",Partial,M002,8,10,2.0,18.4,60.9,3.25,7,22.4
1741,T0264,WO36TY7002,Ashok Leyland U-3718,2015,2023-05-23,2023-03-20,591164,23434,365.0,73.4,4.21,5.0,63.5,City,Light,36.4,Engine Check,Air Filter,No,M008,14,13,4.9,7.8,10.0,4.78,11,17.5
1742,T0235,NI01KZ1913,Volvo FM 400,2021,2024-01-19,2023-10-29,280795,17585,212.6,88.9,4.38,30.7,73.2,City,Medium,34.5,Engine Check,Engine Oil,Partial,M036,8,9,3.0,10.5,34.0,3.81,5,40.2
1743,T0139,YV67DH8617,Scania P410,2019,2023-09-15,2023-08-07,362024,11759,301.2,88.4,1.87,44.1,68.8,City,Heavy,35.7,Full Inspection,"Engine Oil, Coolant",Partial,M007,9,0,2.6,10.6,57.3,1.93,7,47.1
1744,T0285,DX83BL1583,BharatBenz 3123R,2015,2024-05-14,2024-02-18,607187,17746,206.1,91.2,5.28,27.8,66.9,City,Medium,32.1,Routine Service,"Clutch Plate, Air Filter",Partial,M020,4,6,1.3,16.9,45.0,2.58,19,39.6
1745,T0284,JQ65GV0094,Tata LPT 3718,2021,2025-03-29,2025-03-20,258250,3606,387.5,94.6,4.38,89.3,78.8,Highway,Light,34.1,Routine Service,"Battery, Engine Oil, Alternator, Clutch Plate",Yes,M010,2,7,4.4,18.2,87.5,4.01,8,45.0
1746,T0177,QS61GO2922,Mahindra Blazo X 35,2021,2024-10-31,2024-09-16,242086,10224,223.3,85.0,3.9,57.6,78.2,Mixed,Medium,29.8,Brake Service,"Brake Pads, Engine Oil, Air Filter",No,M007,3,11,7.3,15.9,70.6,2.19,6,36.8
1747,T0050,FF40IR4141,Scania P410,2019,2024-06-17,2024-05-10,355408,9159,235.5,87.7,2.34,64.2,74.9,Mixed,Light,25.0,Full Inspection,"Alternator, Brake Pads, Coolant",Yes,M029,7,4,6.2,15.3,63.4,2.87,11,37.3
1748,T0246,VJ80SO9187,Mahindra Blazo X 35,2015,2023-08-15,2023-07-21,642850,9500,371.1,82.3,4.41,68.5,60.6,Mixed,Light,33.6,Routine Service,"Air Filter, Brake Pads, Battery, Engine Oil",Yes,M034,10,3,7.8,14.0,72.6,3.25,11,30.6
